"","recipient_name","product_or_service_code_description","total_obligated_amount","current_total_value_of_award","award_base_action_date","award_latest_action_date","period_of_performance_start_date","period_of_performance_current_end_date","primary_place_of_performance_state_name","naics_description","prime_award_base_transaction_description"
"1180","GENERAL SECURITY SERVICES CORPORATION","HOUSEKEEPING- GUARD",0,NA,"9/26/03","5/31/17","10/1/03","","","SECURITY GUARDS AND PATROL SERVICES","ARMED GUARD SERVICES"
"1181","GENERAL SECURITY SERVICES CORPORATION","HOUSEKEEPING- GUARD",0,NA,"5/7/04","5/31/17","10/1/04","","","SECURITY GUARDS AND PATROL SERVICES","GUARD SERVICES FOR FEDERAL FACILITIES FOR THE STATE OF OHIO"
"1182","FEDERAL CARTRIDGE COMPANY","AMMUNITION, OVER 30MM UP TO 75MM",0,NA,"9/24/08","5/31/17","9/24/08","","","SMALL ARMS AMMUNITION MANUFACTURING",".40 CALIBER AMMUNITION"
"1183","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,NA,"1/6/12","11/29/16","1/6/12","","","SMALL ARMS AMMUNITION MANUFACTURING",".40 SMITH&WESSON CALIBER (180 GRAIN) JACKETED HOLLOW POINT (JHP) AMMUNITION (IDIQ)."
"1184","MCDATA SERVICES CORPORATION","IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE",53948,NA,"12/11/03","5/31/17","10/1/03","","","OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE","COMPUTER SERVICES AND MAINTANCE"
"1185","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,NA,"12/31/12","9/22/17","1/1/13","","","SMALL ARMS AMMUNITION MANUFACTURING",".223 REMINGTON CALIBER (62 GRAIN) STANDARD DUTY AMMO."
"1186","IDS INTERNATIONAL, LLC","GUARD SERVICES",5778109.3,NA,"10/1/04","4/22/08","10/1/04","","","SECURITY GUARDS AND PATROL SERVICES","ARMED GUARD SERVICES FOR EL PASO FEDERAL BUILDINGS"
"1187","IDS INTERNATIONAL, LLC","HOUSEKEEPING- GUARD",0,NA,"4/2/09","5/31/17","4/2/09","","","SECURITY GUARDS AND PATROL SERVICES","ARMED GUARD SERVICES FOR FEDERAL FACILITIES IN THE STATE OF INDIANA."
"1188","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,NA,"9/29/11","7/20/16","9/29/11","","","SMALL ARMS AMMUNITION MANUFACTURING",".38 SPECIAL +P CALIBER (135 GRAIN) DUTY AMMUNITION PART NUMBER 53921 GDHP"
"1189","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,NA,"9/29/11","3/22/17","9/29/11","","","SMALL ARMS AMMUNITION MANUFACTURING","9MM LUGER +P CALIBER (124 GRAIN) DUTY AMMUNITION PART NUMBER 53617 GDHP"
"1190","GENERAL SECURITY SERVICES CORPORATION","HOUSEKEEPING- GUARD",0,NA,"3/3/08","5/31/17","3/3/08","","","SECURITY GUARDS AND PATROL SERVICES","ARMED AND UNARMED GUARD SERVICES, CHICAGO LOOP"
"1191","IDS INTERNATIONAL, LLC","HOUSEKEEPING- GUARD",0,NA,"10/16/08","5/31/17","10/16/08","","","SECURITY GUARDS AND PATROL SERVICES","BPA FOR DELAWARE STATE WIDE GUARD SERVICES"
"1192","FEDERAL CARTRIDGE COMPANY","R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH)",0,NA,"9/22/05","5/31/17","9/22/05","","","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","AMMUNITION"
"1193","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",12654,NA,"12/28/17","12/9/21","12/28/17","","","SMALL ARMS AMMUNITION MANUFACTURING",".40 SMITH&WESSON CALIBER (175-180 GRAIN) JACKETED HOLLOW POINT (JHP) AMMUNITION (IDIQ)."
"1194","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",2358.8,NA,"9/28/17","11/26/24","9/28/17","","","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927"
"1195","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,NA,"8/6/18","10/10/24","8/2/18","","","SMALL ARMS AMMUNITION MANUFACTURING",".223 REMINGTON CALIBER DUTY AMMUNITION (62 GRAIN)"
"1196","FEDERAL CARTRIDGE COMPANY","AMMUNITION, OVER 30MM UP TO 75MM",0,NA,"3/18/09","5/31/17","3/18/09","","","SMALL ARMS AMMUNITION MANUFACTURING",".40 CALIBER AMMUNITION (155 GRAIN)"
"1197","IDS INTERNATIONAL, LLC","HOUSEKEEPING- GUARD",0,NA,"9/29/09","5/31/17","10/1/09","","","SECURITY GUARDS AND PATROL SERVICES","ARMED GUARD SERVICES THROUGHOUT THE STATE OF OKLAHOMA"
"1198","FEDERAL CARTRIDGE COMPANY","AMMUNITION, OVER 30MM UP TO 75MM",0,NA,"1/24/08","6/29/18","1/24/08","","","SMALL ARMS AMMUNITION MANUFACTURING","12 GAUGE SHOTGUN AMMUNITION"
"1199","QUALIFICATION TARGETS INC","SAFETY AND RESCUE EQUIPMENT",0,NA,"7/28/10","5/31/17","7/28/10","","","SPORTING AND ATHLETIC GOODS MANUFACTURING","TARGETS NEEDED FOR QUALIFICATION, TRAINING, AND OPERATIONS"
"1200","IDS INTERNATIONAL, LLC","GUARD SERVICES",0,NA,"8/15/03","1/5/09","8/15/03","","","SECURITY GUARDS AND PATROL SERVICES",""
"1201","FEDERAL CARTRIDGE COMPANY","AMMUNITION, THROUGH 30MM",0,NA,"8/5/09","5/31/17","8/5/09","","","SMALL ARMS AMMUNITION MANUFACTURING",".40 S&W CALIBER AMMUNITION (135 GR)"
"1202","FEDERAL CARTRIDGE COMPANY","AMMUNITION, THROUGH 30MM",529056.96,NA,"9/20/13","5/31/17","9/20/13","","","SMALL ARMS AMMUNITION MANUFACTURING","12 GUAGE 00 BUCKSHOT, P/N: XH13200."
"1203","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,NA,"7/10/12","4/9/19","7/12/12","","","SMALL ARMS AMMUNITION MANUFACTURING",".223 ENHANCED PERFORMANCE (EP) AMMUNITION"
"1204","IDS INTERNATIONAL, LLC","HOUSEKEEPING- GUARD",0,NA,"7/6/09","5/31/17","8/1/09","","","SECURITY GUARDS AND PATROL SERVICES","BASIC GUARD SERVICE FOR MN AND WI"
"1205","FEDERAL CARTRIDGE COMPANY","AMMUNITION, THROUGH 30MM",0,NA,"1/7/05","5/31/17","1/7/05","","","SMALL ARMS AMMUNITION MANUFACTURING","AMMUNITION"
"1206","VISTA OUTDOOR SALES LLC","AMMUNITION, OVER 30MM UP TO 75MM",48140.62,48140.62,"9/28/18","12/8/22","9/28/18","12/27/18","PENNSYLVANIA","SMALL ARMS AMMUNITION MANUFACTURING","IGF::OT::IGF SPEER GOLD DOT .38 SPECIAL +P 135 GRAIN GDHP AMMUNITION"
"1207","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",990555.12,990555.12,"9/28/18","4/26/21","9/28/18","6/28/19","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF AMMUNITION FOR ERO AND HSI."
"1208","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",27405.6,27405.6,"9/28/18","3/22/19","9/28/18","12/31/18","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","12 GA SV BUCK SHOT AMMUNITION"
"1209","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",896344,896344,"3/1/19","4/11/21","3/1/19","7/14/19","MINNESOTA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927"
"1210","JEREMY MEYER","OFFICE SUPPLIES",4904.07,4904.07,"4/4/19","2/3/20","4/4/19","5/3/19","MINNESOTA","CARBON PAPER AND INKED RIBBON MANUFACTURING","TONER PURCHASE"
"1211","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,NA,"9/17/19","8/11/23","9/17/19","","","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE 12GA, 2-3/4 INCH, 00 BUCKSHOT COIL."
"1212","RANGE SYSTEMS INC","MISCELLANEOUS FURNITURE AND FIXTURES",33779.48,33779.48,"9/19/19","2/15/22","9/19/19","11/18/19","GEORGIA","SPORTING AND ATHLETIC GOODS MANUFACTURING","FOAM FURNITURE FOR TRAINING"
"1213","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",20612,20612,"9/19/19","5/15/20","9/19/19","9/16/24","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 12GA, 2-3/4 INCH, 00 BUCKSHOT REDUCED COIL"
"1214","ECOLAB INC","CHEMICALS",13786.8,13786.8,"9/19/19","3/29/21","9/19/19","10/19/19","MINNESOTA","SOAP AND OTHER DETERGENT MANUFACTURING","LAUNDRY ITEMS NEEDED FOR EL PASO PROCESSING CENTER"
"1215","UNITED OFFICE SOLUTIONS INC","OFFICE FURNITURE",10635,10635,"9/12/19","12/30/20","9/12/19","10/11/19","CALIFORNIA","CARBON PAPER AND INKED RIBBON MANUFACTURING","GUEST CHAIRS"
"1216","WEST PUBLISHING CORPORATION","BOOKS AND PAMPHLETS",25926.23,25926.23,"9/13/19","9/14/22","9/13/19","10/13/19","TEXAS","INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS","PUBLICATIONS"
"1217","REGUPOL ZEBRA ATHLETICS LLC","ATHLETIC AND SPORTING EQUIPMENT",18999.99,18999.99,"9/11/19","3/29/21","9/11/19","12/31/19","WASHINGTON","SPORTING AND ATHLETIC GOODS MANUFACTURING","PROCURE INSTALLATION OF NEW MAT, LABOR AND MATERIALS, FOR THE SEATTLE DEFENSIVE TACTICS TRAINING ROOM."
"1218","RECONROBOTICS, INC","COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS",60574.92,60574.92,"9/12/19","2/15/22","9/12/19","10/24/19","MINNESOTA","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","RECON ROBOTICS THROWBOT 2 BASE KIT"
"1219","SCREENFEED, INC","IT AND TELECOM- WEB-BASED SUBSCRIPTION",72132,72132,"9/5/19","8/17/23","9/5/19","9/29/24","DISTRICT OF COLUMBIA","NEWS SYNDICATES","SCREENFEED SUBSCRIPTION SERVICES"
"1220","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",300363.84,300363.84,"8/1/19","2/11/20","8/1/19","9/30/19","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE .223 REMINGTON CALIBER DUTY AMMUNITION (62 GRAIN)"
"1221","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",59740.8,59740.8,"6/26/19","2/14/22","6/26/19","9/11/19","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING",".223 REM 77 GRAIN AMMUNITION"
"1222","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",20278.2,20278.2,"6/26/19","2/15/22","6/26/19","4/30/20","NORTH CAROLINA","SMALL ARMS AMMUNITION MANUFACTURING","12 GAUGE #00 9 PELLET REDUCED RECOIL AMMUNITION"
"1223","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",56175.9,56175.9,"6/13/19","2/28/22","6/13/19","8/1/19","IDAHO","SMALL ARMS AMMUNITION MANUFACTURING",".223 REMINGTON 62 GRAIN SOFT POINT AMMUNITION, PART# XM223SP1PB"
"1224","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",2055.42,2055.42,"5/29/19","2/13/20","5/29/19","8/28/19","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE FEDERAL 12 GA SV 00 BUCKSHOT AMMUNITION FOR ERO/HSI"
"1225","SOUTH METRO PUBLIC SAFETY TRAINING","LEASE/RENTAL OF RECREATION FACILITIES (NON-BUILDING)",21768.75,21768.75,"5/14/19","1/7/21","5/14/19","8/31/20","MINNESOTA","ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES","FIRING RANGE"
"1226","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",13411.2,13411.2,"9/28/18","3/9/20","9/28/18","3/27/19","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","12 GAUGE TARGET"
"1227","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",251634.6,251634.6,"9/28/18","2/11/20","9/28/18","2/15/19","PENNSYLVANIA","SMALL ARMS AMMUNITION MANUFACTURING","567,000 ROUNDS OF .223 CALIBER DUTY AMMUNITION"
"1228","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,0,"9/20/18","1/16/20","9/19/18","2/1/19","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING",".40 S&W 180 GRAIN JHP DUTY AMMUNITION FOR FPS."
"1229","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",11981.55,11981.55,"9/21/18","1/21/21","9/21/18","2/25/20","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","REDUCED HAZARD TRAINING AMMUNITION (RHTA)"
"1230","WECSYS LLC","OFFICE FURNITURE",19340.4,19340.4,"8/27/18","11/18/21","8/27/18","9/30/18","MINNESOTA","OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING","CHAIRS FOR NY FIELD OFFICE"
"1231","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",9435.2,9435.2,"8/28/18","2/24/20","8/28/18","12/28/18","GEORGIA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927"
"1232","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",31953.6,31953.6,"8/7/18","1/17/22","8/7/18","12/28/18","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","INITIAL BUY OF 72,000 ROUNDS OF .223 CALIBER DUTY AMMUNITION"
"1233","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",978430.24,978430.24,"8/1/18","7/13/21","8/1/18","11/30/18","MINNESOTA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927"
"1234","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",3779.55,3779.55,"7/27/18","2/20/20","7/27/18","7/31/19","PENNSYLVANIA","SMALL ARMS AMMUNITION MANUFACTURING","15 CASES OF .40 CALIBER 180 GRAIN JHP AMMUNITION"
"1235","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",149823.36,149823.36,"7/26/18","2/11/20","7/26/18","10/25/18","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","592 CASES OF .40 CALIBER 180 GRAIN JHP AMMUNITION, PART #Z40HST1DHS, CONTRACT: 70CMSW18D00000001."
"1236","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",66148.7,66148.7,"12/23/19","5/19/22","12/23/19","3/23/20","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","9 MM FRANGIBLE AMMUNITION, PART # 53365"
"1237","KREMER SERVICES, LLC","MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",0,0,"1/10/20","11/9/20","1/10/20","2/9/20","MINNESOTA","GENERAL AUTOMOTIVE REPAIR","VEHICLE REPAIR"
"1238","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",0,476460,"2/25/20","12/21/22","2/25/20","6/29/20","MINNESOTA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","PURCHASE 2000 CASES (2,000,000 ROUNDS) OF 9 MM LUGER +P 124 GRAIN AMMUNITION FOR ICE."
"1239","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",66092.76,66092.76,"3/4/20","5/31/22","3/4/20","6/1/20","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 9 MM FRANGIBLE AMMUNITION FOR ICE FLETC, FLETC AUTHORIZATION #HSFLGL20VISTA01-536"
"1240","FORTRA LLC","INFORMATION TECHNOLOGY SOFTWARE",7000,7000,"4/3/20","2/8/22","4/5/20","4/4/21","DISTRICT OF COLUMBIA","SOFTWARE PUBLISHERS","SOFTWARE"
"1241","STREICHERS INC","ARMOR, PERSONAL",41556.99,41556.99,"4/13/20","12/21/22","4/13/20","8/31/20","MINNESOTA","HAND AND EDGE TOOL MANUFACTURING","INTRUDER G2 SHIELDS"
"1242","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",282366,282366,"4/14/20","3/19/21","4/14/20","7/28/20","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE .223 REMINGTON 62 GR SOFT POINT AMMUNITION"
"1243","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",476460,476460,"5/4/20","8/1/21","5/4/20","9/16/20","MINNESOTA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","9 MM LUGER JHP 124 GR AMMUNITION"
"1244","REGENTS OF THE UNIVERSITY OF MINNESOTA","LEASE/RENTAL OF AMMUNITION FACILITIES",16000,16000,"5/7/20","12/16/21","5/7/20","5/11/21","MINNESOTA","ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES","OUTDOOR GUN RANGE IN ST PAUL MN"
"1245","CITY OF COTTAGE GROVE","LEASE/RENTAL OF RECREATION FACILITIES (NON-BUILDING)",187110,187110,"5/11/20","1/14/25","5/11/20","8/31/24","MINNESOTA","ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES","FIRING RANGE SERVICES"
"1246","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",41661.75,41661.75,"6/8/20","11/2/21","6/8/20","8/7/20","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF .223 REM 77 GRAIN AMMUNITION FOR ICE."
"1247","ECOLAB INC","CHEMICALS",17723.45,17723.45,"6/15/20","12/22/21","6/15/20","7/24/20","MINNESOTA","SOAP AND OTHER DETERGENT MANUFACTURING","LAUNDRY CHEMICALS FOR EL PASO PROCESSING CENTER"
"1248","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",66092.76,66092.76,"6/16/20","11/2/21","6/16/20","9/14/20","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 162,000 ROUNDS OF 9MM 100 GRAIN AMMUNITION FOR ICE.  PART# 53365.  $407.98 PER 1,000 ROUNDS/CASE.  FLETC CONTRACT: HSFLGL-16-D-00001. FLETC AUTHORIZATION: HSFLGL20VISTA01-574."
"1249","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",24517.5,24517.5,"6/18/20","11/1/21","6/18/20","10/19/20","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING",".308 WIN 168 SIERRA MK BTHP AMMUNITION"
"1250","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",714690,714690,"7/6/20","11/21/22","7/6/20","7/29/21","MINNESOTA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION FOR ICE."
"1251","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",484056,484056,"7/14/20","12/29/22","7/14/20","7/29/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF .223 REMINGTON 62 GRAIN SOFT POINT AMMUNITION FOR ICE."
"1252","CITY OF COTTAGE GROVE","LEASE/RENTAL OF AMMUNITION FACILITIES",377823,377823,"7/23/20","7/17/24","7/23/20","7/31/25","MINNESOTA","ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES","GUN RANGE FACILITY RENTAL IN ST PAUL MN AOR"
"1253","FORTRA LLC","INFORMATION TECHNOLOGY SOFTWARE",10000,10000,"8/3/20","2/7/22","8/3/20","8/2/21","DISTRICT OF COLUMBIA","OTHER COMPUTER RELATED SERVICES","COLBALT STRIKE RENEWAL"
"1254","SECUR-SERV INC","INFORMATION TECHNOLOGY COMPONENTS",36695.88,36695.88,"8/11/20","2/2/22","8/11/20","9/12/20","GEORGIA","ELECTRONIC COMPUTER MANUFACTURING","THE SCANTRON EQUIPMENT ALLOWS THE EXAMS TO BE SCANNED, GRADED, AND UPLOADED INTO TMSS, PROVIDING COMPLETE AND ACCURATE TRAINING RECORDS FOR LAW ENFORCEMENT STUDENTS. THE VENDOR INFO IS  IN THE NOTE SECTION.AND  NAME&ADDRESS TO SEND ITEMS."
"1255","ECOLAB INC","CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS",16250.49,16250.49,"9/3/20","1/31/23","9/3/20","9/9/21","ARIZONA","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)","FOOD SERVICE AND LAUNDRY CLEANING AGENTS."
"1256","NORTH STAR IMAGING INCORPORATED","LABORATORY EQUIPMENT AND SUPPLIES",486415.28,486415.28,"9/8/20","8/21/24","9/8/20","9/29/25","VIRGINIA","IRRADIATION APPARATUS MANUFACTURING","XRAY IMAGING SYSTEM"
"1257","RECONROBOTICS, INC","COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS",249999.68,249999.68,"9/16/20","11/15/21","9/16/20","12/8/20","MINNESOTA","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","THROW BOTS FOR ERO SRT TEAMS FIELD USE"
"1258","RECONROBOTICS, INC","COMBAT, ASSAULT, AND TACTICAL VEHICLES, TRACKED",18474,18474,"9/21/20","4/29/21","9/21/20","10/30/20","CALIFORNIA","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","REMOTE CONTROL SURVEILLANCE ROBOT"
"1259","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",23662.84,23662.84,"12/3/20","5/12/21","12/3/20","4/3/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 58,000 ROUNDS OF 9MM 100 GRAIN AMMUNITION FOR ICE AGAINST FLETC CONTRACT HSFLGL-16-D-00001"
"1260","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",49572,49572,"12/16/20","5/12/21","12/16/20","5/27/21","MINNESOTA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927 FOR OFTP."
"1261","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",11423.44,11423.44,"12/16/20","12/13/21","12/16/20","4/15/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 9MM 100 GRAIN AMMUNITION, PART# 53365 FOR ICE."
"1262","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",248532.3,248532.3,"12/30/20","2/14/22","12/30/20","6/23/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF FEDERAL - .223 REMINGTON 62 GRAIN SOFT POINT AMMUNITION.  CONTRACT: 70CMSW18D00000002. ALT COR: MICHELE COOPER"
"1263","STRATASYS, INC","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL",35180,35180,"1/26/21","2/28/23","1/26/21","1/25/22","MINNESOTA","COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE","PRINTING SUPPORT SERVICES"
"1264","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",363285,363285,"2/3/21","3/31/23","2/3/21","9/12/21","MINNESOTA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","PURCHASE OF 9 MM LUGER JHP 124 GR AMMUNITION FOR OFTP."
"1265","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",303535.35,303535.35,"2/4/21","2/15/22","2/4/21","9/17/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","TO PURCHASE FEDERAL .223 REMINGTON CALIBER DUTY AMMUNITION (62 GRAIN) FOR THE OFFICE OF FIREARMS AND TACTICAL PROGRAMS"
"1266","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",19991.02,19991.02,"3/11/21","12/14/21","3/11/21","8/8/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 49,000 ROUNDS OF 9MM 100 GRAIN AMMUNITION FOR ICE.  PART# 53365.  ."
"1267","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",15911.22,15911.22,"3/23/21","12/14/21","3/23/21","7/20/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 39,000 ROUNDS OF 9MM 100 GRAIN AMMUNITION FOR ICE.  PART# 53365."
"1268","FORTRA LLC","IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE)",12062,12062,"4/5/21","3/17/25","4/5/21","4/4/22","DISTRICT OF COLUMBIA","SOFTWARE PUBLISHERS","COBALT STRIKE EIGHT MONTH LICENSE RENEWAL (AUGUST 2021 TO APRIL 2022) QUANTITY 4. COBALT STRIKE 1 YEAR LICENSE RENEWAL (APRIL 2021 TO APRIL 2022), QUANTITY 2."
"1269","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",61197,61197,"4/6/21","12/15/21","4/6/21","8/4/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 150,000 ROUNDS OF 9MM 100 GRAIN AMMUNITION FOR ICE.  PART# 53365."
"1270","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",475470.81,475470.81,"4/15/21","8/9/24","4/15/21","2/5/22","PENNSYLVANIA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF .223 REMINGTON CALIBER DUTY AMMUNITION"
"1271","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",631800,631800,"4/16/21","8/8/24","4/16/21","12/14/21","PENNSYLVANIA","AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING","PURCHASE OF 9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927"
"1272","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",94651.36,94651.36,"4/20/21","8/9/24","4/20/21","10/17/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 232,000 ROUNDS OF 9MM 100 GRAIN AMMUNITION FOR ICE.  PART# 53365."
"1273","REGENTS OF THE UNIVERSITY OF MINNESOTA","LEASE/RENTAL OF AMMUNITION FACILITIES",9387.5,9387.5,"4/26/21","12/21/22","4/26/21","5/11/22","MINNESOTA","ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES","UNIVERSITY OF MINNESOTA FIREARMS RANGE RENTAL"
"1274","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",20510.4,20510.4,"5/4/21","8/9/24","5/4/21","11/1/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","PURCHASE OF 65,000 ROUNDS .223 REM 77 GRAIN AMMUNITION PART # GM223M3 FOR ICE."
"1275","VISTA OUTDOOR SALES LLC","AMMUNITION, THROUGH 30MM",2074.8,2074.8,"5/19/21","12/16/21","5/19/21","8/19/21","MINNESOTA","SMALL ARMS AMMUNITION MANUFACTURING","T&E VISTA OUTDOOR (SPEER) 9MM 147GR G2SR"
